What city do you live in?,"What state or province do you live in, if applicable?",What country do you live in?,What is your age?,How often do you try to make other people happy?,Are your surroundings physically safe?,Do the people you're close to (family/friends) love and support you?,How often do you listen to music you enjoy?,"How often do you use technology (games, social media, etc.) for entertainment? ",How many hours of uninterrupted sleep do you get each night?,How often are you outdoors?,Do you feel respected by other people?,How much exercise do you get weekly?,How often do you smile every day?,Do you love and appreciate yourself?,"How often do you feel happy with what you do every day (e.g. work, school)?",How often do you argue with people who are close to you?
Arroyo Grande,California,United States,14,4,4,5,5,4,4-6 hours,3,4,Less than 30 minutes a week,3,4,3,3
Bloomington,Indiana,United States,17,5,5,3,5,3,1-3 hours,5,1,More than 90 minutes a week,5,5,5,1
Nipomo,California,United States,15,5,3,5,5,5,4-6 hours,2,4,30- 60 minutes a week,3,2,3,3
Nipomo,California,United States,15,4,3,3,5,5,4-6 hours,2,3,More than 90 minutes a week,4,2,2,2
Belleville,Michigan,United States,16,4,4,5,5,5,4-6 hours,3,2,Less than 30 minutes a week,5,3,3,4
Gary,Indiana,United States,14,5,4,5,4,5,7-9 hours,3,4,More than 90 minutes a week,5,5,5,4
Napa,California,United States,11,4,5,5,3,3,7-9 hours,4,4,More than 90 minutes a week,4,5,4,2
Syracuse,New York,United States,50,4,5,5,3,1,7-9 hours,4,3,More than 90 minutes a week,4,3,3,2
Nipomo,California,United States,15,4,3,3,5,5,4-6 hours,2,3,More than 90 minutes a week,4,2,2,2
Zanesville,Ohio,United States,14,5,3,3,5,5,4-6 hours,4,3,60-90 minutes a week,3,1,1,5
Syracuse,New York,United States,35,5,5,5,3,3,4-6 hours,3,4,More than 90 minutes a week,5,2,5,3
Arroyo Grande,California,United States,16,4,4,5,4,5,7-9 hours,4,2,More than 90 minutes a week,3,4,2,4
Arroyo Grande,California,United States,16,4,3,3,5,5,1-3 hours,3,3,More than 90 minutes a week,2,3,2,4
Pismo Beach,California,United States,16,4,4,3,5,3,1-3 hours,4,3,More than 90 minutes a week,2,1,1,3
Arroyo Grande,California,United States,16,4,3,3,5,5,1-3 hours,4,3,More than 90 minutes a week,3,3,2,4
Brookfield,Massachusetts,United States,15,5,4,4,5,5,7-9 hours,3,4,30- 60 minutes a week,5,5,4,2
Brimfield,Massachusetts,United States,14,5,3,5,5,5,4-6 hours,3,5,More than 90 minutes a week,5,5,5,1
Decatur,Indiana,United States,18,4,4,5,5,5,7-9 hours,4,4,More than 90 minutes a week,5,5,5,3
Spencer,Massachusetts,United States,42,5,5,5,4,5,4-6 hours,3,4,30- 60 minutes a week,4,4,4,4
Peachland,North Carolina,United States,14,4,3,4,5,5,7-9 hours,1,4,60-90 minutes a week,2,3,2,1
Davis,California,United States,17,5,4,5,5,4,7-9 hours,4,4,More than 90 minutes a week,3,1,2,1
Arroyo Grande,California,United States,15,3,5,5,5,5,1-3 hours,4,4,60-90 minutes a week,5,5,4,5
Downey,California,United States,34,5,4,5,4,3,4-6 hours,3,4,More than 90 minutes a week,4,4,3,3
Arkadelphia,Arkansas,United States,15,1,3,1,5,5,Less than an hour,1,1,Less than 30 minutes a week,1,1,1,5
Redding,California,United States,15,3,4,5,5,4,7-9 hours,3,4,More than 90 minutes a week,5,5,3,3
Redding,California,United States,14,4,5,4,5,5,4-6 hours,3,3,More than 90 minutes a week,4,3,3,2
Manor,Texas,United States,16,3,4,2,5,4,4-6 hours,2,3,60-90 minutes a week,2,3,4,2
American Canyon,California,United States,12,3,3,4,4,4,7-9 hours,4,3,More than 90 minutes a week,3,3,3,3
Nipomo,California,United States,16,4,4,5,5,4,7-9 hours,3,3,30- 60 minutes a week,4,4,4,3
Nipomo,California,United States,15,4,3,5,3,4,4-6 hours,4,4,60-90 minutes a week,4,4,4,3
Grover Beach,California,United States,16,5,5,5,5,5,7-9 hours,3,5,60-90 minutes a week,4,5,4,4
Nipomo,California,United States,15,4,5,5,4,4,7-9 hours,4,4,More than 90 minutes a week,5,5,4,4
Arroyo Grande,California,United States,15,4,5,4,4,4,4-6 hours,3,4,More than 90 minutes a week,4,3,3,3
Grover,California,United States,119,5,4,4,5,4,7-9 hours,3,4,More than 90 minutes a week,5,5,4,3
Seattle,Washington,United States,14,5,4,5,5,5,4-6 hours,4,5,30- 60 minutes a week,5,2,4,1
Ibiza,Islas Baleares,Spain,22,4,3,5,5,3,7-9 hours,4,4,Less than 30 minutes a week,3,3,3,4
Zanesville,Ohio,United States,14,5,3,3,5,3,1-3 hours,3,2,30- 60 minutes a week,4,2,4,3
Napa,California,United States,12,4,5,5,4,3,More than 9 hours,4,5,More than 90 minutes a week,4,5,4,2
Sturbridge,Massachusetts,United States,56,4,5,5,5,3,7-9 hours,4,4,More than 90 minutes a week,3,4,5,3
American Canyon,California,United States,11,5,3,5,5,4,Less than an hour,5,4,60-90 minutes a week,5,5,5,4
Idaho Falls,Idaho,United States,16,4,5,5,5,3,4-6 hours,2,3,Less than 30 minutes a week,4,3,3,2
Davis,California,United States,16,5,5,4,3,4,4-6 hours,2,3,60-90 minutes a week,4,4,4,4
San Luis Obispo,California,United States,44,4,4,4,4,3,4-6 hours,3,3,More than 90 minutes a week,4,4,3,3
Odessa,Texas,United States,15,5,4,5,5,5,7-9 hours,3,4,30- 60 minutes a week,4,5,5,4
Odessa,Texas,United States,15,5,4,5,5,5,7-9 hours,3,4,30- 60 minutes a week,4,5,5,4
Spencer,Massachusetts,United States,39,5,5,5,5,4,4-6 hours,3,3,More than 90 minutes a week,4,3,2,2
Kokomo,Indiana,United States,17,5,5,5,5,5,4-6 hours,3,2,30- 60 minutes a week,4,2,2,5
Worcester,Massachusetts,United States,26,5,3,5,5,4,7-9 hours,5,4,More than 90 minutes a week,5,5,3,4
Decatur,Indiana,United States,17,4,5,5,5,5,7-9 hours,3,5,30- 60 minutes a week,5,5,4,4
Danville,Illinois,United States,15,5,3,3,5,5,4-6 hours,2,4,60-90 minutes a week,5,5,4,3
Rogers,Arkansas,United States,15,5,5,5,5,5,7-9 hours,3,4,More than 90 minutes a week,4,4,3,4
Evansville,Indiana,United States,16,4,4,3,5,5,4-6 hours,3,4,60-90 minutes a week,4,4,4,3
Blytheville,Arkansas,United States,15,3,2,3,5,5,4-6 hours,4,3,Less than 30 minutes a week,4,5,4,3
Cleveland,Ohio,United States,15,4,5,5,5,3,7-9 hours,3,4,30- 60 minutes a week,5,5,3,4
Cincinnati,Ohio,United States,14,4,4,5,5,3,1-3 hours,4,2,Less than 30 minutes a week,2,1,3,5
Lowell,Indiana,United States,18,3,3,2,4,4,7-9 hours,4,4,More than 90 minutes a week,3,3,2,3
Montebello,California,United States,16,5,4,4,5,4,7-9 hours,4,4,60-90 minutes a week,4,4,4,4
Huntington,Indiana,United States,17,4,5,4,5,4,4-6 hours,3,3,Less than 30 minutes a week,4,5,5,5
Los Angeles,California,United States,17,5,3,4,4,5,4-6 hours,2,4,60-90 minutes a week,4,5,4,3
Idaho Falls,Idaho,United States,14,4,4,2,4,4,1-3 hours,3,3,30- 60 minutes a week,3,1,3,5
Pismo Beach,California,United States,17,5,5,5,5,5,7-9 hours,4,5,60-90 minutes a week,5,5,5,3
Barre,Massachusetts,United States,26,5,4,5,5,3,7-9 hours,4,5,60-90 minutes a week,5,5,5,2
Belton,Texas,United States,16,4,5,5,5,3,7-9 hours,2,5,More than 90 minutes a week,4,3,5,2
Syracuse,New York,United States,44,4,5,4,4,2,4-6 hours,3,4,30- 60 minutes a week,4,3,4,4
Idaho Falls,Idaho,United States,15,5,3,4,4,5,7-9 hours,1,2,Less than 30 minutes a week,5,1,2,3
Battle Ground,Washington,United States,46,3,4,5,3,3,7-9 hours,5,4,More than 90 minutes a week,5,4,4,3
Laguna Niguel,California,United States,14,5,4,4,4,5,4-6 hours,3,4,30- 60 minutes a week,4,5,4,2
Santa Ana,California,United States,15,4,4,4,5,5,7-9 hours,3,4,More than 90 minutes a week,4,5,4,5
Niles,Michigan,United States,15,5,4,4,5,5,4-6 hours,5,4,60-90 minutes a week,5,3,3,5
American Canyon,California,United States,14,4,4,5,5,5,4-6 hours,3,4,30- 60 minutes a week,4,5,4,2
Rochester,Indiana,United States,49,4,5,5,4,2,7-9 hours,4,4,More than 90 minutes a week,5,4,5,2
Plano,Texas,United States,13,4,5,5,5,5,7-9 hours,4,5,60-90 minutes a week,4,5,4,4
San Jose,California,United States,13,5,5,5,5,5,7-9 hours,3,4,30- 60 minutes a week,5,5,5,3
San Jose,California,United States,13,5,5,5,5,5,7-9 hours,3,4,30- 60 minutes a week,5,5,5,3
Napa,California,United States,15,4,5,5,5,5,7-9 hours,5,4,More than 90 minutes a week,4,3,4,4
Santa Eulalia,Islas Baleares,Spain,22,4,2,5,5,5,7-9 hours,3,4,30- 60 minutes a week,4,4,4,3
Belvidere,Missouri,United States,50,4,5,5,5,3,7-9 hours,3,4,More than 90 minutes a week,5,4,4,2
Republic,Missouri,United States,12,4,4,4,5,2,7-9 hours,4,4,More than 90 minutes a week,3,5,4,2
Battlefield,Missouri,United States,15,4,4,5,5,3,7-9 hours,3,3,More than 90 minutes a week,4,2,3,4
Niles,Michigan,United States,16,1,3,1,3,5,4-6 hours,3,1,More than 90 minutes a week,3,1,1,4
San Jose,California,United States,12,4,4,5,2,3,4-6 hours,3,4,60-90 minutes a week,3,3,3,3
Atlanta,Georgia,United States,11,2,1,1,1,1,Less than an hour,2,1,Less than 30 minutes a week,1,1,1,5
Melbourne,Victoria,Australia,13,4,3,2,5,5,1-3 hours,2,3,Less than 30 minutes a week,2,2,2,3
Republic,Missouri,United States,12,5,4,5,5,5,7-9 hours,3,5,More than 90 minutes a week,5,5,5,3
El Dorado,Arkansas,United States,14,4,4,4,4,3,4-6 hours,3,3,30- 60 minutes a week,3,3,3,2
Worcester,Massachusetts,United States,26,4,4,5,4,4,4-6 hours,3,4,30- 60 minutes a week,5,4,5,2
Fort Wayne,Indiana,United States,58,5,5,5,4,2,7-9 hours,4,4,More than 90 minutes a week,5,4,4,2
Republic,Missouri,United States,42,5,4,4,4,4,4-6 hours,2,4,Less than 30 minutes a week,4,3,4,3
Clever,Missouri,United States,51,4,4,4,4,2,7-9 hours,4,4,More than 90 minutes a week,3,4,4,2
Fort Wayne,Indiana,United States,12,4,5,5,5,5,4-6 hours,2,4,30- 60 minutes a week,3,5,4,2
Springfield,Missouri,United States,30,4,3,5,4,4,4-6 hours,3,5,30- 60 minutes a week,3,5,4,3
Republic,Missouri,United States,46,5,4,4,3,3,7-9 hours,3,4,More than 90 minutes a week,4,4,4,2
Brighton,Michigan,United States,18,5,4,4,5,4,4-6 hours,3,3,30- 60 minutes a week,3,2,2,3
Van Wert,Ohio,United States,15,5,5,5,5,3,7-9 hours,4,4,More than 90 minutes a week,4,4,5,3
Evansville,Indiana,United States,14,5,3,4,1,5,7-9 hours,3,2,More than 90 minutes a week,3,4,3,5
Republic,Missouri,United States,13,4,4,4,4,3,7-9 hours,3,4,More than 90 minutes a week,4,4,2,2
Republic,Missouri,United States,13,2,4,5,3,4,7-9 hours,4,4,Less than 30 minutes a week,2,4,3,1
Springfield,Missouri,United States,13,4,5,5,4,4,7-9 hours,4,5,More than 90 minutes a week,5,5,5,2
Republic,Missouri,United States,13,5,5,4,5,5,4-6 hours,2,4,Less than 30 minutes a week,4,5,2,2
Republic,Missouri,United States,12,3,3,5,4,2,7-9 hours,4,3,30- 60 minutes a week,3,4,3,3
Republic,Missouri,United States,13,1,1,1,1,5,1-3 hours,1,1,Less than 30 minutes a week,2,1,1,1
Republic,Missouri,United States,13,5,5,5,5,2,7-9 hours,5,4,More than 90 minutes a week,5,5,4,4
Battlefield,Missouri,United States,13,5,4,5,5,4,4-6 hours,4,3,More than 90 minutes a week,4,4,4,4
Republic,Missouri,United States,12,3,3,5,4,2,7-9 hours,4,3,30- 60 minutes a week,3,4,3,3
Springfield,Missouri,United States,14,4,4,5,4,2,7-9 hours,3,3,Less than 30 minutes a week,5,5,4,2
Republic,Missouri,United States,13,1,1,1,1,1,More than 9 hours,1,1,Less than 30 minutes a week,1,1,1,1
Republic,Missouri,United States,12,3,3,5,4,2,7-9 hours,4,3,30- 60 minutes a week,3,4,3,3
Republic,Missouri,United States,13,5,5,5,5,5,7-9 hours,4,4,60-90 minutes a week,4,5,3,2
Republic,Missouri,United States,13,5,3,5,3,5,4-6 hours,3,3,30- 60 minutes a week,5,4,3,4
Republic,Missouri,United States,13,4,4,5,5,4,7-9 hours,4,4,Less than 30 minutes a week,3,3,3,4
Republic,Missouri,United States,39,3,4,5,3,3,4-6 hours,3,4,More than 90 minutes a week,3,4,4,4
Springfield,Missouri,United States,37,4,5,4,4,4,4-6 hours,3,3,30- 60 minutes a week,3,2,3,2
Travelers Rest,South Carolina,United States,31,5,5,5,5,5,1-3 hours,3,4,60-90 minutes a week,4,4,4,2
Van Wert,Ohio,United States,15,4,3,5,4,2,7-9 hours,3,5,More than 90 minutes a week,5,4,5,1
Ibiza,Islas Baleares,Spain,20,5,3,4,4,3,4-6 hours,4,4,More than 90 minutes a week,4,3,4,3
Springfield,Missouri,United States,44,5,4,5,3,2,7-9 hours,2,4,60-90 minutes a week,4,4,4,2
Republic,Missouri,United States,45,4,4,4,5,4,4-6 hours,4,4,30- 60 minutes a week,4,4,4,3
Metairie,Louisiana,United States,12,3,4,5,4,4,4-6 hours,3,3,30- 60 minutes a week,4,3,3,3
Zanesville,Indiana,United States,15,5,1,3,4,5,4-6 hours,2,3,More than 90 minutes a week,4,2,3,4
Los Angeles,California,United States,29,4,4,4,4,4,7-9 hours,2,4,30- 60 minutes a week,4,4,4,4
Sturbridge,Massachusetts,United States,53,4,4,5,3,2,7-9 hours,2,2,30- 60 minutes a week,4,4,4,2
Republic,Missouri,United States,13,5,4,5,5,5,4-6 hours,5,4,More than 90 minutes a week,5,5,4,5
Republic,Missouri,United States,13,5,5,5,3,2,7-9 hours,5,4,60-90 minutes a week,4,5,3,3
Republic,Missouri,United States,14,1,1,1,1,5,Less than an hour,4,4,More than 90 minutes a week,5,3,1,3
"Republic, ",Missouri,United States,13,4,5,5,5,5,7-9 hours,4,4,30- 60 minutes a week,4,5,4,2
Republic,Missouri,United States,13,4,3,5,4,4,7-9 hours,4,3,More than 90 minutes a week,5,5,4,2
Republic,Missouri,United States,13,5,3,4,5,5,1-3 hours,4,2,60-90 minutes a week,1,1,3,4
Republic,Missouri,United States,12,4,5,5,5,4,7-9 hours,2,4,More than 90 minutes a week,5,5,4,4
Republic,Missouri,United States,13,4,3,5,5,4,4-6 hours,5,4,More than 90 minutes a week,4,5,5,4
Republic,Missouri,United States,13,4,3,5,5,4,More than 9 hours,4,5,Less than 30 minutes a week,4,5,4,2
Republic,Missouri,United States,12,1,1,4,5,4,Less than an hour,1,1,30- 60 minutes a week,1,1,1,2
Republic,Missouri,United States,13,5,3,5,5,5,7-9 hours,4,1,More than 90 minutes a week,2,4,4,3
Republic,Missouri,United States,12,4,5,5,4,4,More than 9 hours,3,3,Less than 30 minutes a week,3,5,3,1
Republic,Missouri,United States,13,3,5,3,5,5,4-6 hours,4,3,Less than 30 minutes a week,3,4,4,5
Republic,Missouri,United States,13,5,5,4,4,3,7-9 hours,5,4,More than 90 minutes a week,4,4,4,5
Gary,Indiana,United States,13,2,3,4,5,4,7-9 hours,3,3,More than 90 minutes a week,5,3,2,5
Belton,Texas,United States,17,5,5,4,2,2,7-9 hours,4,5,More than 90 minutes a week,5,4,4,2
Plain Dealing,Louisiana,United States,14,1,1,1,5,5,Less than an hour,2,1,More than 90 minutes a week,1,1,1,5
Ypsilanti,Michigan,United States,16,3,3,4,5,5,4-6 hours,3,3,Less than 30 minutes a week,4,5,4,3
Midland,Texas,United States,30,4,5,4,4,5,4-6 hours,2,3,30- 60 minutes a week,3,4,4,2
Cleveland,Ohio,United States,16,5,4,3,5,5,4-6 hours,3,4,60-90 minutes a week,3,4,3,3
American Canyon,California,United States,14,5,3,3,5,3,7-9 hours,4,4,More than 90 minutes a week,4,4,3,4
American Canyon,California,United States,11,5,5,5,5,5,More than 9 hours,5,5,More than 90 minutes a week,5,5,5,1
South Bend,Indiana,United States,15,4,3,2,5,5,7-9 hours,1,3,More than 90 minutes a week,3,1,3,2
Napa,California,United States,14,4,4,5,5,2,7-9 hours,5,5,More than 90 minutes a week,5,5,5,2
Monroe,Indiana,United States,16,4,4,5,5,4,7-9 hours,3,4,More than 90 minutes a week,5,4,3,4
Republic,Missouri,United States,13,5,4,4,5,5,7-9 hours,4,4,More than 90 minutes a week,5,4,5,3
Republic,Missouri,United States,13,4,4,5,3,4,4-6 hours,3,4,More than 90 minutes a week,5,4,2,5
battlefield,Missouri,United States,13,4,3,4,5,5,1-3 hours,4,3,More than 90 minutes a week,5,4,5,4
Republic,Missouri,United States,13,3,4,4,5,4,More than 9 hours,5,4,More than 90 minutes a week,4,5,3,5
Republic,Missouri,United States,13,4,5,5,3,4,7-9 hours,4,5,30- 60 minutes a week,4,5,4,2
Battlefield,Missouri,United States,13,4,5,2,5,4,7-9 hours,3,2,Less than 30 minutes a week,4,2,3,5
Republic,Missouri,United States,13,4,3,4,4,2,4-6 hours,2,3,Less than 30 minutes a week,4,3,3,3
Republic,Missouri,United States,12,4,4,5,4,5,Less than an hour,3,4,60-90 minutes a week,2,5,3,2
Republic,Missouri,United States,13,4,3,5,3,5,7-9 hours,3,3,More than 90 minutes a week,4,5,2,2
Republic,Missouri,United States,13,3,4,5,5,5,4-6 hours,2,4,More than 90 minutes a week,4,5,5,2
Republic,Missouri,United States,13,3,3,5,4,5,4-6 hours,2,3,Less than 30 minutes a week,5,4,3,2
Republic,Missouri,United States,13,3,3,5,4,5,4-6 hours,2,4,60-90 minutes a week,5,5,3,4
Republic,Missouri,United States,13,5,4,5,5,5,4-6 hours,4,4,30- 60 minutes a week,5,5,4,4
Republic,Missouri,United States,13,2,4,4,4,5,7-9 hours,2,3,30- 60 minutes a week,4,5,2,3
Republic,Missouri,United States,12,4,4,5,4,3,4-6 hours,4,4,60-90 minutes a week,4,5,4,3
Walterboro,South Carolina,United States,14,5,4,4,5,5,7-9 hours,4,3,30- 60 minutes a week,5,4,4,5
Howe,Indiana,United States,18,5,3,4,5,5,4-6 hours,5,4,More than 90 minutes a week,4,4,5,4
Napa,California,United States,17,5,4,5,4,5,7-9 hours,3,4,Less than 30 minutes a week,3,3,2,1
Republic,Missouri,United States,12,3,5,4,3,5,7-9 hours,3,4,30- 60 minutes a week,3,4,4,3
Idaho Falls,Idaho,United States,15,4,4,5,3,3,7-9 hours,4,3,30- 60 minutes a week,4,4,4,4
Koontz Lake,Indiana,United States,15,4,5,3,5,5,4-6 hours,3,1,30- 60 minutes a week,3,2,1,3
Dallas,Texas,United States,18,5,5,5,5,5,7-9 hours,3,4,Less than 30 minutes a week,4,4,4,4
Republic,Missouri,United States,12,3,4,4,5,5,Less than an hour,3,4,More than 90 minutes a week,4,5,5,3
Fort Wayne,Indiana,United States,15,4,5,5,5,5,7-9 hours,3,5,Less than 30 minutes a week,4,5,5,2
Shelby,Ohio,United States,15,5,5,5,5,4,4-6 hours,5,4,More than 90 minutes a week,5,3,3,3
Huntington,Indiana,United States,14,5,4,2,4,5,7-9 hours,4,3,More than 90 minutes a week,5,4,3,3
Gary,Indiana,United States,15,5,5,5,5,5,Less than an hour,5,5,More than 90 minutes a week,5,5,5,2
Belton,Texas,United States,15,3,3,3,5,4,4-6 hours,3,2,60-90 minutes a week,3,3,3,4
Rochester,Indiana,United States,16,4,4,2,5,5,4-6 hours,2,3,30- 60 minutes a week,5,1,2,3
Inkster,Michigan,United States,16,3,3,3,5,5,4-6 hours,3,3,30- 60 minutes a week,4,5,3,4
Gould,Arkansas,United States,16,5,5,4,5,4,7-9 hours,5,4,More than 90 minutes a week,4,5,4,4
Napa,California,United States,15,3,5,5,5,5,7-9 hours,3,3,30- 60 minutes a week,3,3,4,5
Plymouth,Indiana,United States,13,5,4,5,4,3,More than 9 hours,5,4,30- 60 minutes a week,4,4,4,1
Davis,California,United States,15,5,5,4,5,3,4-6 hours,4,4,More than 90 minutes a week,5,4,5,1
Fort Wayne,Indiana,United States,12,5,5,5,5,5,Less than an hour,5,5,30- 60 minutes a week,5,5,5,5
Odessa,Texas,United States,14,5,3,3,4,2,7-9 hours,2,1,Less than 30 minutes a week,3,1,2,5
Evansville,Indiana,United States,15,3,3,1,5,4,4-6 hours,2,1,30- 60 minutes a week,3,2,2,3
Shelby,Ohio,United States,16,5,1,3,5,5,7-9 hours,2,1,60-90 minutes a week,2,1,1,2
Idaho Falls,Idaho,United States,17,5,3,5,5,5,4-6 hours,4,4,30- 60 minutes a week,5,4,4,3
Albuquerque,New Mexico,United States,15,5,4,5,5,4,4-6 hours,3,4,60-90 minutes a week,5,4,4,4
Zion,Illinois,United States,15,4,4,4,5,5,7-9 hours,2,3,Less than 30 minutes a week,5,3,3,4
Cleveland,Ohio,United States,15,5,4,4,5,5,4-6 hours,2,5,Less than 30 minutes a week,1,2,3,2
Davis,California,United States,15,4,1,3,5,5,4-6 hours,4,5,More than 90 minutes a week,3,2,1,1
San Jose,California,United States,12,4,4,4,5,4,4-6 hours,4,3,More than 90 minutes a week,3,3,3,4
Davis,California,United States,17,4,3,2,5,4,4-6 hours,4,3,30- 60 minutes a week,4,3,2,2
Rochester,Indiana,United States,15,4,4,4,5,5,4-6 hours,4,4,More than 90 minutes a week,4,4,3,3
Rochester,Indiana,United States,15,4,4,4,5,5,4-6 hours,4,4,More than 90 minutes a week,4,4,3,3
Davis,California,United States,14,4,5,5,2,4,7-9 hours,2,4,30- 60 minutes a week,2,4,4,4
Zion,Illinois,United States,14,4,5,5,5,5,4-6 hours,3,4,Less than 30 minutes a week,3,5,4,3
Woodland,California,United States,13,5,5,5,5,3,4-6 hours,5,5,More than 90 minutes a week,4,4,4,2
Black Oak,Indiana,United States,17,5,2,2,5,5,Less than an hour,2,1,30- 60 minutes a week,2,2,1,5
Republic,Missouri,United States,42,5,4,5,3,3,4-6 hours,4,4,60-90 minutes a week,4,3,4,2
Rochester,Indiana,United States,15,5,4,5,5,5,7-9 hours,5,4,Less than 30 minutes a week,3,4,4,4
Idaho Falls,Idaho,United States,14,3,4,1,5,4,1-3 hours,4,3,More than 90 minutes a week,4,5,4,5
Fort Wayne,Indiana,United States,12,4,4,4,4,5,4-6 hours,2,4,30- 60 minutes a week,3,4,5,4
Springfield,Missouri,United States,14,4,4,5,4,2,7-9 hours,3,3,Less than 30 minutes a week,5,5,4,2
Battlefield,Missouri,United States,12,5,3,4,5,5,4-6 hours,3,4,30- 60 minutes a week,4,3,2,5
Republic,Missouri,United States,13,5,5,5,3,5,More than 9 hours,5,5,More than 90 minutes a week,5,5,5,4
Republic,Missouri,United States,13,3,4,4,5,5,7-9 hours,3,3,More than 90 minutes a week,3,4,4,5
Battlefield,Missouri,United States,13,5,4,5,4,3,4-6 hours,4,5,Less than 30 minutes a week,4,5,5,3
Republic,Missouri,United States,13,1,3,5,5,5,4-6 hours,3,2,60-90 minutes a week,2,3,5,3
Republic,Missouri,United States,12,5,4,3,5,4,More than 9 hours,4,4,More than 90 minutes a week,5,4,3,4
Republic,Missouri,United States,13,2,5,5,5,5,4-6 hours,3,4,More than 90 minutes a week,5,5,4,5
Springfield,Missouri,United States,13,5,3,5,5,5,4-6 hours,4,4,30- 60 minutes a week,5,5,4,4
Republic,Missouri,United States,13,3,5,5,5,5,4-6 hours,2,3,30- 60 minutes a week,4,4,2,4
Davis,California,United States,13,2,3,4,3,5,4-6 hours,2,2,Less than 30 minutes a week,4,3,4,4
Republic,Missouri,United States,13,3,3,5,5,5,4-6 hours,3,4,More than 90 minutes a week,5,4,4,4
Republic,Missouri,United States,13,4,4,5,5,4,7-9 hours,4,4,Less than 30 minutes a week,3,3,3,4
"Republic,",Missouri,United States,13,4,5,5,5,2,7-9 hours,4,4,More than 90 minutes a week,5,5,4,2
Republic,Missouri,United States,12,2,1,4,3,3,4-6 hours,5,3,More than 90 minutes a week,2,4,4,5
Republic,Missouri,United States,12,5,4,5,5,4,7-9 hours,4,4,More than 90 minutes a week,5,5,4,5
Republic,Missouri,United States,13,4,4,5,3,4,7-9 hours,4,4,More than 90 minutes a week,5,5,4,5
Springfield,Missouri,United States,12,3,5,4,5,5,7-9 hours,5,3,60-90 minutes a week,4,4,4,3
Woodland,California,United States,13,5,4,5,5,5,7-9 hours,3,4,30- 60 minutes a week,5,5,5,3
Republic,Missouri,United States,12,5,5,5,5,5,7-9 hours,5,2,More than 90 minutes a week,4,3,4,3
Belleville,Michigan,United States,16,4,4,5,5,4,7-9 hours,3,4,Less than 30 minutes a week,4,5,5,2
Huntington,Indiana,United States,17,4,5,4,4,5,7-9 hours,4,2,More than 90 minutes a week,4,3,3,3
Columbia City,Indiana,United States,16,5,5,5,5,2,7-9 hours,4,4,60-90 minutes a week,5,5,5,2
